Buffer,Agency,Line(s),Station Name,Year Opened,Latitude,Longitude,Block_FIPS,FIPS
Existing Transit,Amtrak ,Hiawatha,Amtrak Milwaukee,Pre-2000,43.0345,-87.9166,550791874003003,55079187400
Existing Transit,Amtrak ,Hiawatha,Milwaukee General Mitchell Int Airport,Pre-2000,42.940747650094,-87.92457103729248,550790217005018,55079021700
Existing Transit,Amtrak ,Hiawatha,Sturtevant,Pre-2000,42.718708984619674,-87.90597259998322,551010017026002,55101001702
Existing Transit,CTA,Blue Line,Addison-Blue,Pre-2000,41.94738,-87.71906,170311609001029,17031160900
Existing Transit,CTA,Blue Line,Austin-Blue,Pre-2000,41.870851,-87.776812,170318131001009,17031813100
Existing Transit,CTA,Blue Line,Belmont-Blue,Pre-2000,41.938132,-87.712359,170312106011005,17031210601
Existing Transit,CTA,Blue Line,California-O'Hare,Pre-2000,41.921939,-87.69689,170312214002003,17031221400
Existing Transit,CTA,Blue Line,Chicago-Blue,Pre-2000,41.896075,-87.655214,170312435002007,17031243500
Existing Transit,CTA,Blue Line,Cicero-Forest Park,Pre-2000,41.871574,-87.745154,170318314001009,17031831400
Existing Transit,CTA,Blue Line,Clinton-Blue,Pre-2000,41.875539,-87.640984,170318419001018,17031841900
Existing Transit,CTA,Blue Line,Cumberland,Pre-2000,41.984246,-87.838028,170317608012001,17031760801
Existing Transit,CTA,Blue Line,Damen-O'Hare,Pre-2000,41.909744,-87.677437,170312414001003,17031241400
Existing Transit,CTA,Blue Line,Division,Pre-2000,41.903355,-87.666496,170312420003002,17031242000
Existing Transit,CTA,Blue Line,Forest Park,Pre-2000,41.874257,-87.817318,170318160003011,17031816000
Existing Transit,CTA,Blue Line,Grand-Blue,Pre-2000,41.891189,-87.647578,170318423002036,17031842300
Existing Transit,CTA,Blue Line,Harlem-Forest Park,Pre-2000,41.87349,-87.806961,170318161001004,17031816100
Existing Transit,CTA,Blue Line,Harlem-O'Hare,Pre-2000,41.98227,-87.8089,170311005001001,17031100500
Existing Transit,CTA,Blue Line,Illinois Medical District,Pre-2000,41.875706,-87.673932,170318381001003,17031838100
Existing Transit,CTA,Blue Line,Irving Park-Blue,Pre-2000,41.952925,-87.729229,170311610001001,17031161000
Existing Transit,CTA,Blue Line,Jackson-Blue,Pre-2000,41.878183,-87.629296,170318391001091,17031839100
Existing Transit,CTA,Blue Line,Jefferson Park,Pre-2000,41.970634,-87.760892,170311105022028,17031110502
Existing Transit,CTA,Blue Line,Kedzie-Homan,Pre-2000,41.874341,-87.70604,170312713001016,17031271300
Existing Transit,CTA,Blue Line,LaSalle,Pre-2000,41.875568,-87.631722,170318391002031,17031839100
Existing Transit,CTA,Blue Line,Logan Square,Pre-2000,41.929728,-87.708541,170312206021006,17031220602
Existing Transit,CTA,Blue Line,Monroe-Blue,Pre-2000,41.880703,-87.629378,170318391001075,17031839100
Existing Transit,CTA,Blue Line,Montrose-Blue,Pre-2000,41.961539,-87.743574,170311601002018,17031160100
Existing Transit,CTA,Blue Line,Oak Park-Blue,Pre-2000,41.872108,-87.791602,170318132001001,17031813200
Existing Transit,CTA,Blue Line,O'Hare,Pre-2000,41.97766526,-87.90422307,170319800001006,17031980000
Existing Transit,CTA,Blue Line,Pulaski-Forest Park,Pre-2000,41.873797,-87.725663,170312607002018,17031260700
Existing Transit,CTA,Blue Line,Racine,Pre-2000,41.87592,-87.659458,170318329002001,17031832900
Existing Transit,CTA,Blue Line,Rosemont,Pre-2000,41.983507,-87.859388,170317707001021,17031770700
Existing Transit,CTA,Blue Line,UIC-Halsted,Pre-2000,41.875474,-87.649707,170318419001010,17031841900
Existing Transit,CTA,Blue Line,Washington-Blue,Pre-2000,41.883164,-87.62944,170318391001056,17031839100
Existing Transit,CTA,Blue Line,Western-Forest Park,Pre-2000,41.875478,-87.688436,170312827002002,17031282700
Existing Transit,CTA,Blue Line,Western-O'Hare,Pre-2000,41.916157,-87.687364,170312222002008,17031222200
Existing Transit,CTA,Brown Line,Addison-Brown,Pre-2000,41.947028,-87.674642,170310506002010,17031050600
Existing Transit,CTA,Brown Line,Damen-Brown,Pre-2000,41.966286,-87.678639,170318308001014,17031830800
Existing Transit,CTA,Brown Line,Francisco,Pre-2000,41.966046,-87.701644,170311408005024,17031140800
Existing Transit,CTA,Brown Line,Irving Park-Brown,Pre-2000,41.954521,-87.674868,170310501002018,17031050100
Existing Transit,CTA,Brown Line,Kedzie-Brown,Pre-2000,41.965996,-87.708821,170311407011003,17031140701
Existing Transit,CTA,Brown Line,Kimball,Pre-2000,41.967901,-87.713065,170311407011004,17031140701
Existing Transit,CTA,Brown Line,Montrose-Brown,Pre-2000,41.961756,-87.675047,170318308003001,17031830800
Existing Transit,CTA,Brown Line,Paulina,Pre-2000,41.943623,-87.670907,170318319002018,17031831900
Existing Transit,CTA,Brown Line,Rockwell,Pre-2000,41.966115,-87.6941,170310407003007,17031040700
Existing Transit,CTA,Brown Line,Southport,Pre-2000,41.943744,-87.663619,170310615001018,17031061500
Existing Transit,CTA,Brown Line,Western-Brown,Pre-2000,41.966163,-87.688502,170310406003013,17031040600
Existing Transit,CTA,"Brown Line, Orange Line, Pink Line, Blue Line, Green Line, Purple Line",Clark/Lake (Subway),Pre-2000,41.885737,-87.630886,170318391001018,17031839100
Existing Transit,CTA,"Brown Line, Pink Line, Purple Line, Orange Line",Quincy/Wells,Pre-2000,41.878723,-87.63374,170318391001096,17031839100
Existing Transit,CTA,"Brown Line, Purple Line",Diversey,Pre-2000,41.932732,-87.653131,170310630002009,17031063000
Existing Transit,CTA,"Brown Line, Purple Line",Sedgwick,Pre-2000,41.910409,-87.639302,170310804001009,17031080400
Existing Transit,CTA,"Brown Line, Purple Line",Wellington,Pre-2000,41.936033,-87.653266,170310630003003,17031063000
Existing Transit,CTA,"Brown Line, Purple Line, Orange Line, Pink Line, Green Line",Randolph/Wabash,Pre-2000,41.884431,-87.626149,170313201022008,17031320102
Existing Transit,CTA,"Brown Line, Purple Line, Pink Line, Green Line, Orange Line",Adams/Wabash,Pre-2000,41.879507,-87.626037,170313204001017,17031320400
Existing Transit,CTA,Green Line,35-Bronzeville-IIT,Pre-2000,41.831677,-87.625826,170318420002009,17031842000
Existing Transit,CTA,Green Line,43rd,Pre-2000,41.816462,-87.619021,170318358001003,17031835800
Existing Transit,CTA,Green Line,47th-Green,Pre-2000,41.809209,-87.618826,170313814001003,17031381400
Existing Transit,CTA,Green Line,51st,Pre-2000,41.80209,-87.618487,170313818002003,17031381800
Existing Transit,CTA,Green Line,Ashland/63rd,Pre-2000,41.77886,-87.663766,170316711001003,17031671100
Existing Transit,CTA,Green Line,Austin-Green,Pre-2000,41.887293,-87.774135,170312514004021,17031251400
Existing Transit,CTA,Green Line,California-Green,Pre-2000,41.88422,-87.696234,170318371002004,17031837100
Existing Transit,CTA,Green Line,Central-Green,Pre-2000,41.887389,-87.76565,170312514004027,17031251400
Existing Transit,CTA,Green Line,Cicero-Green,Pre-2000,41.886519,-87.744698,170312518003004,17031251800
Existing Transit,CTA,Green Line,Conservatory,Pre-2000,41.884904,-87.716523,170318368001008,17031836800
Existing Transit,CTA,Green Line,East 63rd-Cottage Grove,Pre-2000,41.780309,-87.605857,170314208001003,17031420800
Existing Transit,CTA,Green Line,Garfield-Green,Pre-2000,41.795172,-87.618327,170314003001020,17031400300
Existing Transit,CTA,Green Line,Halsted-Green,Pre-2000,41.778943,-87.644244,170316809004005,17031680900
Existing Transit,CTA,Green Line,Harlem-Green,Pre-2000,41.886848,-87.803176,170318123012014,17031812301
Existing Transit,CTA,Green Line,Indiana,Pre-2000,41.821732,-87.621371,170313806001004,17031380600
Existing Transit,CTA,Green Line,Kedzie-Green,Pre-2000,41.884321,-87.706155,170318371001014,17031837100
Existing Transit,CTA,Green Line,King Drive,Pre-2000,41.78013,-87.615546,170314207005001,17031420700
Existing Transit,CTA,Green Line,Laramie,Pre-2000,41.887163,-87.754986,170312518002001,17031251800
Existing Transit,CTA,Green Line,Oak Park-Green,Pre-2000,41.886988,-87.793783,170318123013013,17031812301
Existing Transit,CTA,Green Line,Pulaski-Green,Pre-2000,41.885412,-87.725404,170312601001005,17031260100
Existing Transit,CTA,Green Line,Ridgeland,Pre-2000,41.887159,-87.783661,170318125003024,17031812500
Existing Transit,CTA,"Green Line, Orange Line",Roosevelt (Elevated),Pre-2000,41.867405,-87.62659,170313301021001,17031330102
Existing Transit,CTA,"Green Line, Pink Line",Ashland-Lake,Pre-2000,41.885269,-87.666969,170312804001032,17031280400
Existing Transit,CTA,"Green Line, Pink Line, Brown Line, Orange Line, Purple Line",Madison/Wabash,Pre-2000,41.882023,-87.626098,170313204001008,17031320400
Existing Transit,CTA,Orange Line,35th/Archer,Pre-2000,41.829353,-87.680622,170315905001011,17031590500
Existing Transit,CTA,Orange Line,Ashland-Orange,Pre-2000,41.839234,-87.665317,170318432002037,17031843200
Existing Transit,CTA,Orange Line,Halsted-Orange,Pre-2000,41.84678,-87.648088,170318402001015,17031840200
Existing Transit,CTA,Orange Line,Kedzie-Orange,Pre-2000,41.804236,-87.704406,170316303002000,17031630300
Existing Transit,CTA,Orange Line,Midway,Pre-2000,41.78661,-87.737875,170319801001000,17031980100
Existing Transit,CTA,Orange Line,Pulaski-Orange,Pre-2000,41.799756,-87.724493,170316202001000,17031620200
Existing Transit,CTA,Orange Line,Western-Orange,Pre-2000,41.804546,-87.684019,170316306002005,17031630600
Existing Transit,CTA,"Orange Line, Pink Line, Brown Line, Purple Line",Harold Washington Library,Pre-2000,41.876862,-87.628196,170318391002028,17031839100
Existing Transit,CTA,Pink Line,18th,Pre-2000,41.857908,-87.669147,170313108001004,17031310800
Existing Transit,CTA,Pink Line,54th/Cermak,Pre-2000,41.85177331,-87.75669201,170318137011018,17031813701
Existing Transit,CTA,Pink Line,California-Cermak,Pre-2000,41.854109,-87.694774,170318407003006,17031840700
Existing Transit,CTA,Pink Line,Central Park,Pre-2000,41.853839,-87.714842,170318447002002,17031844700
Existing Transit,CTA,Pink Line,Cicero-Cermak,Pre-2000,41.85182,-87.745336,170318137022009,17031813702
Existing Transit,CTA,Pink Line,Damen-Cermak,Pre-2000,41.854517,-87.675975,170313109003010,17031310900
Existing Transit,CTA,Pink Line,Kedzie-Cermak,Pre-2000,41.853964,-87.705408,170318447003010,17031844700
Existing Transit,CTA,Pink Line,Kostner,Pre-2000,41.853751,-87.733258,170312925003016,17031292500
